,bot,human
625,i would like to recommend it.,thanks
626,youre welcome.,than
627,Have you seen Trolls World Tour?,"i dont have to world tour, some country gone to my self "
628,oh i see.,yes
629,do you like it?,"yes, i like to all country"
630,are you looking for another one?,another one means what?
631,I recommend the movie Trolls World Tour.,yes
632,ok. i will recommend the movie for you.,thanks
633,your welcome,thanking you for chat
634,you are welcome.,are finish this chat
635,what movie do you like?,sider man
636,what did you like about it,sry
637,Task Finished!,
638,,
639,A2YCMT5BPA0AG9,
640,hello!,Hello
641,what kind of movies do you like?,Mostly sci-fi
642,whats your favorite sci-fi movie,Return of the Jedi
643,i have never seen return of the jedi or the new mutants,I have not seen the new mutants
644,"you should check it out, its a great sci-fi",Maybe I will
645,have you seen terminator: dark fate halloween: horror antonio banderas,Yes I have
646,I would like to recommend Bloodshot.,I have not seen that yet
647,well you should watch it. its a good movie!,"I will, thank you"
648,perfect. hope you enjoy it. have a great night!,You too
649,I would like to recommend Like a Boss.,quit
650,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
651,,
652,A2C2WXXKJOLCZ2,
653,hello,hiu
654,how are you?,i am fine
655,do you like movies?,no
656,i watch movies all the time. do you like them?, i no like movies
657,what was the last movie you watched?,i dont like movies
658,what did you not like about them?,i like in songs
659,oh thats cool. what kind of music do you like?,melody songs
660,thats cool. do you know what the next movie you want to see is?,ok
661,ok good talk to you,ok bye
662,ok have a great day,ok
663,ok so do you know what the next movie that you would like to watch is?,i no like it movies
664,ok bye,ok bye
665,i suggest your next movie to be  have you ever seen the movie?,thank u
666,thank you,boy
667,what about boy,byee
668,"ok, have you ever heard of boy",ok
669,Have you seen Like a Boss?,no
670,what type of movie did you like,i no like it movies
671,ok have you ever seen,comedy seen
672,I recommend the movie Bad Boys for Life.,ok
673,ok i recommend the movie bad boys for life.,i like bad boys movie
674,Task Finished!,
675,,
676,A16ST6GDZTN4AD,
677,hello how are you?,i am good how are you
678,i am doing pretty well. what is your favorite movie?,cars
679,how many cars have you owned?,5
680,6 cars here!,oh nice
681,what movie is the latest you have seen?,onward
682,which actor do you find most appealing in onward ?,charie the chaplin
683,oh thats a good one,yeah tell me about it
684,the last movie of karen gillan is really good! i love her,oh thats cool
685,did you see,no
686,"thats a shame, what other movie genres are you interested in",comedy
687,great. what was the last comedy that you watched?,bad boys
688,"OK, how about Like a Boss?",[accept]
689,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
690,,
691,A292LG3R356V5,
692,"hello, how are you?",hi
693,how do you do,home maker
694,are you a homeowner?,yes
695,what was the last movie you watched?,Variety Makes a Comeback
696,how did you like it?,happiness
697,happiness,yes
698,I would like to recommend Like a Boss.,ok
699,i am impressed you were able to make such an amazing comeback!,ok
700,what movie were you interested in watching?, i like movies
701,what type of movies do you like to watch?,action
702,sounds great. would you like a recommendation for an action movie?,fighters also
703,do you like newer or older fighters?,new
704,I am recommending Avengers: Endgame.,i like avangers
705,so do you want to watch this movie trailer?,good
706,"ok, how about",nothing to say
707,"ok, bye", ok bye
708,"ok, have a nice day",thanks
709,ok bye,ok 
710,ok bye,bye
711,ok bye,bye
712,ok bye,bye
713,Task Finished!,
714,,
715,A20N1NK5X5S88F,
716,hello how are you,fine
717,what type of movies are your favorites?,"action, comedy movie"
718,great. i like action movies.,yes i like a very much action movie
719,so you like movies with a lot of action?,yes
720,I am recommending Avengers: Endgame.,yes i like this movie
721,yeah me too,welcome
722,I recommend the movie Like a Boss.,yes
723,then i recommend another,nothing
724,have a good day,welcome sir
725,I am recommending Bad Boys for Life.,thanks
726,i may recommend more than one,thanks
727,okay enjoy your day,thanks for helping
728,no problem,ok
729,ok enjoy the rest of your day,ok bye
730,ok bye,finishi it
731,what movies do you enjoy watching,captain America
732,did you like the movie,yes
733,"OK, how about Onward?",yes
734,did you like the emotional aspect in that movie?,np
735,the movie doesnt take things easy,yes 
736,ok perfect you will like the movie,yes i am like a movie
737,Task Finished!,
738,,
739,A28JMHEQZ8276G,
740,hello,hi
741,hello,hello
742,how are you?,fine u
743,good to hear that,ok
744,i really like your car,i want a new movie 
745,I am recommending Like a Boss.,ok
746,what type of movies do you like?,action 
747,I am recommending Bad Boys for Life.,nice
748,did you like it?,yes
749,I am recommending Onward.,thank u
750,you are welcome.,ok
751,how about onward,like movies
752,I would recommend The Kings Man.,wow
753,well is there anything you want to know more about?,yes
754,I would recommend Trolls World Tour.,oh thanks
755,are you watching a movie trailer?,yes
756,I would like to recommend Trolls World Tour.,ok
757,i recommend that you watch it.,ok
758,I would like to recommend Trolls World Tour.,ok
759,ok [movie_trailer_explosion_penguins_crawl_into_car.mp4],thanks
760,you are welcome,anytime
761,Task Finished!,
762,,
763,A1BZX5G4Q9AYTQ,
764,"hello, i am here to help you looking for a movie trailer.",yes i like horror movie
765,okay. what is the latest movie you watched?,Relic
766,i hear that movie is very. what did you think about the movie?,very good movie
767,i think you will love antlers,yes i like
768,I would recommend Like a Boss.,thank you
769,my pleasure. i will recommend this movie.,quit
770,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
771,,
772,ANBEBF6FLZFY3,
773,hello,hello
774,how are you?,i am fine you
775,thats good to hear,ok
776,how are you?,i am fine
777,i am fine too. would you like to watch a movie trailer?,yeah
778,what kind of movies do you like to watch?,action movie
779,ok i got it. you want to watch action movie,yes
780,ok i will watch it,ok
781,ok great,thanks
782,great movie.,yes
783,ok have a great night,thanks
784,ok great movie,yeah definitely
785,whats your favorite genre to watch?,movie
786,Would you prefer to watch Like a Boss?,yeah
787,ok sounds good,yes
788,I am recommending Bad Boys for Life.,thanks
789,how about spy kids 3d for kids,very nice
790,Would you prefer to watch Onward?,ok
791,you might enjoy seeing how the spy kids 3d was produced.,yes
792,"awesome, i think you will really enjoy the movie. have a great evening!",quit
793,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/Alv1znZA6Es Thanks for chatting with me!",
794,,
795,A198MSVO1VTAT5,
796,hello,hi
797,how are you?,doing well and you
798,great. what type of movies do you like to watch?,comedy
799,do you like younger or older cast?,either
800,what was the latest movie you watched?,Youre not you
801,how about the kings man,accept
802,"TASK COMPLETE, Thanks for chatting with me!",
803,,
804,AIQM86IRETAJN,
805,hello,"Hello, do you have a movie recommendation for me? I really love sci-fi"
806,I am recommending Bloodshot.,I do not want to see Bloodshot
807,what is the last movie that you have watched?,Gravity
808,"ok, i will try to recommend something from the gravity series.",What is your recommendation?
809,I am recommending Like a Boss.,Could you recommend something else besides Like a Boss?
810,do you want to see a show from the movie?,No
811,I would recommend Bad Boys for Life.,What is Bad Boys for Life about?
812,you have to watch it,Could you give me an idea of what it is about though?
813,it is about a biography about billy batson,Who is Billy Batson?
814,I would recommend Onward.,What is Onward about?
815,onward is about the girl who lies for drugs when she was younger.,accept
816,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/Alv1znZA6Es Thanks for chatting with me!",
817,,
818,A3KF6O09H04SP7,
819,hello,hi
820,what type of movie do you want to watch?,indie
821,what indie movie do you want to watch?,what indie movie you got?
822,what type of indie movie do you want to watch?,Something like Francis HA
823,I am recommending Like a Boss.,Whats it about?
824,like a boss. its like if the guys version of the joker was real.,what guy?
825,the guy that the movie is based on.,who stars as the joker?
826,"no one really has an official casting, so there is a range of possibilities",Is it animated?
827,yes. the movie is actually based on the comics that are based on the book.,I prefer live action
828,that is another option.,any ideas?
829,I would like to recommend Avengers: Endgame.,I prefer indie
830,ok. i will recommend indie movie. the trailer looks great.,quit
831,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/ee1172yeqyE Thanks for chatting with me!",
832,,
833,A1XJU3KQ7B3JWZ,
834,hello,hi
835,how are you?,good
836,what type of movies do you like,billionire
837,do you like ones with great cgi and soundtrack or a more simple movie?,yeash
838,Have you seen Like a Boss?,i wish to see that
839,"the trailer was released on youtube, its a nice movie.",okay i wanna see
840,what other movies do you like?,soho
841,there is a lot of movies that i like,yeah its a kevin film
842,what was the last movie you watched?,soho
843,I would like to recommend Bad Boys for Life.,okay i will see
844,"cool, it looks like a good movie.",lol
845,so are you interested in watching this movie trailer?,yeah ofcourse
846,I recommend the movie Onward.,yeah its a amasing one
847,ok then. let me help you find the trailer.,okay 
848,a trailer will be out by 2020,hmm okay
849,now you got it,hmm yeah
850,I am recommending The Kings Man.,hmm sure will watch
851,so have you seen it yet,hmm 
852,will you watch the trailer?,no buddy
853,okay i am gonna end this chat session.,thank you nice to chat with you
854,you too have a good day.,sure
855,Task Finished!,
856,,
857,A2615YW1YERQBO,
858,"hello, i am here to help you find a movie trailer to watch",Oh sure I will watch a trailer
859,"its always nice to have someone to help with movie recommendations, what type of movies do you typically like?","I like Westerns, comedies, dramas that are well-written, documentaries"
860,ok so you like the acting and the crime documentary/movie you like julia louis-dreyfus a boss type of movie,I dont know what that means
861,Have you seen Like a Boss?,No
862,onward is a comedy what about,[quit]
863,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
864,,
865,AJXIC6Q5EM76P,
866,hello how are you doing today?,I am doing great you?
867,"im doing well, thank you. what type of movies do you like?",quit
868,"TASK COMPLETE, Thanks for chatting with me!",
869,,
870,A1I72NHC21347A,
871,"hello, i am here to help you look for a movie trailer.",What kind of movie trailers are there?
872,mostly comedy and horror,I need horror movie trailers now
873,i can help with that! what is the latest movie you have seen?,lights out
874,excellent! what was the last movie you watched?,Conjuring 2
875,wow! that is a classic. have you seen underwater,no. 
876,very funny comedy with an interesting story.,accept
877,"TASK COMPLETE, Thanks for chatting with me!",
878,,
879,A3QXFWX1PVH5MJ,
880,hello,Hey
881,how are you doing today?,Im fine.  You good?
882,i am well.,Great.  Fantastic.  Lets get on with it.
883,okay. so youd like to watch a movie?,I would.  I need a recommendation for tonight.
884,what type of movies do you like?,I primarily watch sci fi movies.
885,so movies with good sci fi stories? what is your favorite movie?,Star Wars
886,I would recommend Bloodshot.,Why?
887,i think it will be interesting how they will portray vampires.,"Ah, okay.  Its a Vin Diesel movie.  Okay, fine, I accept that."
888,I recommend the movie Like a Boss.,accept
889,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
890,,
891,A2VO8C41JJIQY9,
892,hello,hi
893,how are you doing tonight?,good mood
894,i am here to help recommend a movie. what type of movie do you like to watch?,c
895,what type of movies do you like to watch?, movie see
896,"what type of movie do you like? action, comedy, romance, etc.",action
897,have you seen bad boys for life that is a lot of action for a movie.,yes
898,Have you seen Like a Boss?,ye
899,my mommy used to watch movies with me,sp
900,"OK, how about Bad Boys for Life?",t
901,t trolls world tour,italy
902,I would recommend Onward.,somewhat
903,do you want to watch the trailer for onward,yes
904,onward is in development,good dec
905,a romantic comedy,arnold
906,"well that is good, onward is a gears of war game",pubg
907,"onward is a vr shooter online game, released 3 days ago.",yes
908,have you played it yet?,no
909,you can try it free to play for first 10 mins,ok
910,"it is free though, you can try the first 10 mins for free.",ok
911,its a good game. and lots of fun to play together with your friends.,ok
912,great! hope you and your friends enjoy,ok superb
913,Task Finished!,
914,,
915,A2OPYRV3GLAPS1,
916,hello,Hi!
917,i am here to help you looking for a movie trailer.,Cool! What do you recommend?
918,what type of movie do you want to watch?,"Hmm, something fun."
919,Have you seen Like a Boss?,"No, I havent!"
920,"it is an older movie, but the storyline is very good and will make you fall in love with will smith.","Haha, okay, Ill try that"
921,do you want me to recommend a different movie then?,[accept]
922,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
923,,
924,A1BZX5G4Q9AYTQ,
925,hello! how are you?,hi
926,what types of movies do you like?,Horror
927,do you prefer newer or older movies?,newer
928,awesome what was the latest movie you have watched?,The New Mutants
929,awesome. have you watched zombieland: double tap,yes
930,ok. have you seen antonio banderas,accept
931,"TASK COMPLETE, Thanks for chatting with me!",
932,,
933,A1YZ0ETOCJO1B2,
934,hello,Hi
935,what type of movies do you enjoy watching?,I would like to see a romantic comedy
936,like a boss,any ideas?
937,I would like to recommend Like a Boss.,who is in it?
938,well i believe it is cara delevingne,what is it about?
939,it is about lady and the tramp,I dont like that one how about another one
940,i think you might like this movie if you like teenage romances.,What movie
941,the movie the kings man,what is it about?
942,it is about a girl with some problems that relate to her being a mother.,oh sounds good ! Who is in it?
943,i think it was just zach galifianakis aka tom hanks aka brad pitt,Hmm who?
944,zach galifianakis aka tom hanks aka brad pitt a great actor in my opinion.,So is it Tom Hanks or Brad Pitt?
945,its zach galifianakis tom hanks aka brad pitt,Still not sure who the actor is but sounds good I will watch it
946,a great actor would be bill murray he did an awesome job in this movie,accept
947,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
948,,
949,A16ODTIYV32C4Y,
950,"hello, how are you?",Iam fine. you?
951,good to hear. do you watch movies a lot?,yeah
952,would you like to see a movie trailer?,yes. I like very much.
953,I would like to recommend Like a Boss.,ok
954,it is a really nice movie. would you like to watch this movie trailer?,yes. good
955,great. i hope you enjoy it.,correct
956,lol thanks. i really hope you enjoy it,yes. Iam enjoy very much
957,I would recommend Bad Boys for Life.,ok
958,ok good bye,ok bye. thank you and nice t meet you.
959,you as well!,you also
960,i think ive watched all 3 of those movies. really enjoyed them,oh. thank you
961,what about you?,Iam love this movie.
962,same here,nice
963,"this movie came out so long ago, i think 2005. still have that tag",yes
964,Have you seen Onward?,yes
965,very good movie.,tm holland is very good
966,what did you like and dislike about the movie?,everything like. not dislike.
967,would you like to see the sequel then?,yes
968,ok. enjoy the movie!,ok. thanks
969,no problem!,no problem
970,"the sequel is too good, and i dont think theres been a movie that made me cry this year",enjoy
971,Task Finished!,
972,,
973,A3AUCQUUA07HCV,
974,"hello, how are you doing?","Im  doing very well, thanks"
975,what kind of movies do you like?,I love all kinds of drama and actions movies but drama is my favourite
976,i just recently saw bloodshot what a good movie! have you seen,"No, I have not. My friends have said a lot about it though"
977,sounds good! would you like to watch this movie trailer?,"Yes, I would not mind"
978,ok. i think you will like this movie. a school shooting movie,Accept
979,thank you! i think you will like the movie.,Youre welcome
980,thank you! would you like to watch the trailer for underwater,Yes please
981,ok. i think you will like it.,"Thank you, do you have another recommendation?"
982,I would recommend Bloodshot.,I heard Vin Diesel was in it
983,would you like to watch this movie trailer?,yes
984,ok great,Accept
985,thanks for chatting with me,accept
986,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/KB_uCjht0nA Thanks for chatting with me!",
987,,
988,A2Y87M8V0N1M6P,
989,hello,Hiii
990,hello,whats your name?
991,hi,name?
992,so whats your name?,Little
993,hello little kiddo,I am not kid
994,what are your favorite movies?,Suggest me a action movie
995,what is the last action movie you have seen?,Viper
996,did you like viper,yes
997,I would like to recommend Avengers: Endgame.,accept
998,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/ee1172yeqyE Thanks for chatting with me!",
999,,
1000,A2DN9LTO4MC9OQ,
1001,hello! how are you doing today?,good
1002,what kind of movies do you like?,fight movies
1003,what was the last movie that you watched?,Old Guard
1004,what did you like and dislike about it?,good
1005,why do you say that?,it was nice
1006,you mean you enjoyed the movie or you disliked something about it?,i am really enjoy the movie
1007,okay great to hear that,okay good
1008,"ok, you",thank you
1009,my pleasure,it was niose
1010,so you loved the movie,"yes , i loved the movie"
1011,Have you seen Like a Boss?,yes
1012,so you have seen,"yes, i seen"
1013,"well, youre welcome",thank you
1014,have you heard about the new movie coming out?,on
1015,no i havent,yes
1016,do you know any actor,"yes , i know some actor"
1017,I am recommending Bad Boys for Life.,i am good boy
1018,i will recommend bad boys for life then. youll love it.,thank you bey
1019,"oh also, i love dancing. what about you?","yes , i love dance"
1020,i like you. let me recommend a good movie trailer then,thank you
1021,youre welcome. i hope you like the trailer.,ok 
1022,Task Finished!,
1023,,
1024,A1BZX5G4Q9AYTQ,
1025,"hello, how are you?",hi
1026,i am here to help you look for a movie trailer.,yes
1027,what type of movie do you like?,quit
1028,"TASK COMPLETE, Thanks for chatting with me!",
1029,,
1030,AK66O9WD3XN29,
1031,hello,"Hi there, How are you?"
1032,i am well. how about you?,"Im good, what do you like to watch?"
1033,i like to watch movie trailers. what types of movies do you like to watch?,Mostly Action movies that gives thrill.
1034,max hemsworth max steel,"Not sure I have not seen these, like Avengers though."
1035,you should definitely watch them. chris hemsworth hemsworth chris hemsworth chris hemsworth,Who is the lead actor? and what is the story about?
1036,chris hemsworth is the lead. the movie is about a man that falls in love with the goddess of egypt and she brings him to life and then he has to decide if he wants to continue living or die for her.,I have watched God of Egypt that was good
1037,what about,It was on the ancient Gods. loved that movie
1038,I would recommend Avengers: Endgame.,Oh! man I loved the action in that
1039,the action was phenomenal.,I loved the role of Iron Man. who did you like the most in the movie?
1040,i loved the whole cast. stark was fantastic.,But It was sorry to say IronMan dies
1041,sorry to hear that.,I shall miss his role in any upcoming movies
1042,he has more movies coming up.,Nah! I doubt it that there would be any more releases of Ironman
1043,i guess he will still be in the iron man 3 movie.,But that was released way before already. dont you know?
1044,it has been released in 2017.,Yeah but I dont see any 4th release
1045,ok. do you want me to send you a trailer?,Yeah I would love to see the trailer to decide my feedback.
1046,ok give me a moment.,sure
1047,what do you think of the movie?,This would be good movie I bet
1048,yeah it is. would you like to watch the trailer?,[accept]
1049,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/ee1172yeqyE Thanks for chatting with me!",
1050,,
1051,A394JO4NEPCY3M,
1052,"hello, i am here to help you looking for a movie trailer!",Is there a newer version of Grudge released?
1053,I would recommend Like a Boss.,What kind of story of this movie?
1054,like a boss.,I know that is the name but what is the theme of this movie?
1055,i am not sure. but it is a good movie.,Who is the lead actor?
1056,i think denzel washington.,"Oh man, I like his acting hes so natural/"
1057,yeah me too. he is a really good actor.,I have seen a lot of his movies but he does not work in Horror movies a lot.
1058,I would recommend Antlers.,Where can I see the trailer of this movie?
1059,its underwater,wow that would be a new experience.
1060,Have you seen The Turning?,no I have not.
1061,me either. what about the turning did you see that?,[accept]
1062,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/VqCpR19iBpc Thanks for chatting with me!",
1063,,
1064,A39XIQCFSCNHFU,
1065,hello how are you doing,"not bad, how are you"
1066,"great, i have the perfect movie for you",what would that be
1067,I am recommending Like a Boss.,Is that a comedy movie?
1068,"no, more serious.",does it have a lot of action?
1069,"no, not much action at all.",I want something with more action
1070,Have you seen Bad Boys for Life?,who directs it?
1071,i think it was. or as long as i can remember.,I want something science fiction with action
1072,Have you seen Avengers: Endgame?,accept
1073,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/ee1172yeqyE Thanks for chatting with me!",
1074,,
1075,ADGREXTAORHCE,
1076,"hello, how are you?","Good, how are you?"
1077,i am doing well. what kind of movies do you like?,I like horror and mystery movies.
1078,i am a fan of underwater is an awesome horror movie. what about you?,I dont know that one.
1079,well how about horror movies? what genre of horror movie do you like?,Psychological thriller
1080,okay do you like underwater the most?,I dont know that one
1081,I am recommending Bad Boys for Life.,[accept]
1082,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1083,,
1084,A2V27A9GZA1NR2,
1085,hello,Hiya
1086,how are you doing?,Fine and you?
1087,i am good today.,Thats good
1088,do you like movies?,Yes
1089,what kinds of movies do you like to watch?,Action films
1090,i have some recommendations,Ok go for it
1091,ok.,What do you recommend?
1092,I would recommend Avengers: Endgame.,accept
1093,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/ee1172yeqyE Thanks for chatting with me!",
1094,,
1095,A2OPYRV3GLAPS1,
1096,hello,Hi there. Whats up?
1097,im here to help you look for a movie trailer. what genre of movies are your favorite?,Hmm... I like comedies.
1098,whats the latest movie you watched?,I watched Conair with my roommates last night!
1099,did you enjoy the movie?,"Yeah, I love that movie!"
1100,"awesome, whats the last movie you watched?",I just told you! Conair!
1101,thats a great movie. the last movie i watched was bad boys for life,How was that?
1102,it was great! did you like it?,I dont know! I havent seen it. Should I?
1103,I am recommending Like a Boss.,What made you come to that recommendation?
1104,i was like the one who made it,[accept]
1105,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1106,,
1107,A231KDND93GAVX,
1108,hello, recommend a movie
1109,Have you seen Like a Boss?,no
1110,"ok, watch that movie its a movie to help you getting love.",accept
1111,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1112,,
1113,ACV75G0ZN7U70,
1114,hello how are you,i am fine
1115,oh great!,how do you
1116,i am good,any quesion ask you
1117,I would recommend Like a Boss.,ok thanks
1118,would you like to watch the movie trailer?,yes i like it
1119,would you like to hear the full synopsis before you watch the movie trailer?,yes
1120,ok  the movie stars joker and wonder woman,s
1121,ok see the movie in the theater in 2 months,no
1122,ok. then you will like the movie.,yes i like very much
1123,then you will like the movie.,my favouite movie
1124,what is your favorite actor?,I love George Clooney
1125,oh.. me too..,I also like Sandra Bullock
1126,i like sandra bullock too,Can you recommend a movie that they both star in?
1127,Have you seen Bad Boys for Life?,"No, what is it about?"
1128,"it is a crazy movie, one that would get into your head.",Did it receive good reviews?
1129,"yes, it has",Did it win any awards?
1130,no it didnt,Can recommend any other movies they starred in?
1131,I am recommending Onward.,Whats Onward about?
1132,it is about a kid who can see things around the house when people arent home.,What other actors are in the movie?
1133,johnny gilroy and coby hunt as well as delaware north.,What year was it made in?
1134,i believe 2003.,Sandra Bullock and George Clooney are not in these movies.
1135,Task Finished!,
1136,,
1137,AVXEDARJC5HLU,
1138,"hello, how are you doing?",Good. How are you?
1139,great! thank you,Awesome
1140,what kind of movies do you like?,Comedies
1141,bad boys for life was pretty hilarious!,I never saw it
1142,"its pretty hilarious, check it out.",accept
1143,"TASK COMPLETE, Thanks for chatting with me!",
1144,,
1145,A25CZJEFKXF4UV,
1146,hello,hii
1147,how are you,fine what about you
1148,"i am well, thank you for asking.",do you like comedy movies
1149,i love bad boys bad boys for life great movie. fantasy movies are my favorite,oh! super
1150,do you like mike judge or his friends?,yes
1151,Have you seen Bloodshot?,yes it was nice
1152,so i take it you like mike judges newer movies,yes
1153,I am recommending Jungle Cruise.,how is it
1154,"ok. have you seen ""from the earth to the moon""",i recommend you  game nights
1155,I am recommending Star Wars: The Rise of Skywalker.,quit
1156,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/zvcKNaWgpXA Thanks for chatting with me!",
1157,,
1158,A2Y87M8V0N1M6P,
1159,"hello, how are you?",good 
1160,what movies do you like to watch?,action
1161,what kind of movies do you like to watch?,action only
1162,what type of movies do you like?,action
1163,i like max steel movie,good
1164,Have you seen Avengers: Endgame?,yes its very good movie
1165,there are two endgames one after civil war and one after the fight,yes i agree
1166,okay so you can watch this movie trailer,yes
1167,i am here to help you,ok
1168,how can you help me,what you want
1169,what movie would you like to watch,avernger
1170,ok good choice,thank you
1171,no problem,welcome
1172,Have you seen Like a Boss?,yes
1173,would you like me to pick one out for you?,yes
1174,I would like to recommend Bad Boys for Life.,ok
1175,bad boys for life are super awesome movies. you should definitely watch them.,ok
1176,"just so you know, the movie is based on true events.",yes
1177,"ok, im ready to recommend the movie. what was the last movie you watched?",ok
1178,ok well now you know what to expect. what did you like and dislike about the movie?,ok
1179,i am happy to help you with this movie recommendation.,thank you
1180,Task Finished!,
1181,,
1182,A3FGT6EU39C6S4,
1183,hello,accept
1184,"TASK COMPLETE, Thanks for chatting with me!",
1185,,
1186,A1L92Y6VBTRFP5,
1187,hello how are you?,good and you?
1188,good to hear. i am here to help you looking for a movie trailer.,ok sounds good. what do you suggest
1189,anything in particular you are interested in watching?,comedy
1190,comedy is a great choice. what was the last comedy you watched?,step brothers
1191,bad boys for life is a comedy movie that i really enjoyed watching with my kids. have you heard of it?,yes but i dont like martin
1192,i understand that. i like his more of a side character in it.,what about bob?
1193,have you seen the kings man,no i havent
1194,"ok, its a lot of fun. its a comedy parody of the 1990s.",i like the bird cage
1195,how about all of them?,all?
1196,all of them,all of what?
1197,I would recommend Like a Boss.,accet
1198,i will recommend that movie.,accept
1199,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1200,,
1201,A16OH8XXYY0AAS,
1202,"hello there, how are you?",i am fine. what about you?
1203,"i am well, thank you.",nice.Are u interested in movies?
1204,"no, im not interested.",Okay. I am interested in movies
1205,what kind of movies do you like?,I like romantic and comedy movies
1206,you should watch like a boss,yes defenitly
1207,like a boss ,yes
1208,you are a good person,yes i am a good person
1209,I am recommending Bad Boys for Life.,oh for what? you dont like good persons?
1210,well you said you are looking for a good movie to watch.,yes
1211,I would like to recommend Onward.,yeah sure
1212,ok. i will give you my recommendation.,with pleasure
1213,I recommend the movie The Kings Man.,Nice. What about the story?
1214,i think you will like the story.,which type of story that movie contains?
1215,its an original story.,wow thats very interesting
1216,its a great movie. i recommend you see it,sure i will see
1217,have a great day,thanks and have a nice day
1218,you too.,thank you
1219,you are welcome,bye
1220,are you having a good day?,yeah 
1221,what is the last movie you watched?,red sparrow
1222,would you like to see my movie recommendation?,yes i like to watch it soon
1223,Task Finished!,
1224,,
1225,A34CPKFZXBX1PO,
1226,hello how are you doing today?,"Goood, you?"
1227,"i am doing great, i would like to help you find a movie trailer.","Ok, cool."
1228,what is your favorite movie?,Space Jam
1229,i was just watching that the other day. what did you like the most about it?,The humor and Looney Toons
1230,"i agree, those are great films.",Its one film
1231,yes. i like those movies. what is your favorite version?,The oriignal one
1232,not bad. mine is the new one. i like the live action ones.,It is live action
1233,avengers: infinity war is a really good film. i really enjoyed it.,I liked that as welll
1234,i really hope you like this movie as much as i did,I did.
1235,Have you seen Like a Boss?,nope
1236,its really funny.,Ill give it a shot
1237,hope you like it.,[accept]
1238,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1239,,
1240,A3FGT6EU39C6S4,
1241,hello,Hi there
1242,what kind of movies do you like?,Mostly dramas and some comedies
1243,onward is a comedy,Tell me more about it
1244,"chris pratt its super likeable character. the plot is much like a sitcom. a mysterious boy is kidnapped by pirates and chris pratt takes his place, losing all friends along the way.",Is it a disney movie?
1245,yeah it is,Not looking for a Disney type movie. More for an adult
1246,i see! you know im sure you know what you want,How about a good drama?
1247,Have you seen Bloodshot?,I have not. Tell me about that one
1248,oh its just a great movie.,Who are the main actors?
1249,"um, i think the main characters are luke cage and chris evans in the cinematic",What is the plot?
1250,"it is about Ray Garrison, a slain soldier, is re-animated with superpowers.",I dont like super power type movies. I prefer realistic characters and stories
1251,"you might enjoy it, then.",I dont think you understood. I said no
1252,"oh, youre not interested? you are sure about that?",yes
1253,well that was nice chatting with you. have a nice night!,quit
1254,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/KB_uCjht0nA Thanks for chatting with me!",
1255,,
1256,A3QSFE6GKO157S,
1257,hello how are you?,FINE
1258,im doing great! what kind of movies do you like to watch?,SAW
1259,how did you like it?,BEST
1260,hmm...how about movies that were good but didnt win awards?,YES
1261,I would recommend Like a Boss.,OK
1262,what do you like about it,GOOD MOVIE
1263,"youre right, i agree.",ok
1264,ok if you like you can always see the movie in 3d,maybe
1265,ok that sounds great.,thank you
1266,"ok now that is done, thank you.",You are welcome.
1267,I am recommending Bad Boys for Life.,Nothing
1268,how about mother?,good
1269,great to hear.,Yes
1270,I would recommend Onward.,ok
1271,ok thanks,thanks
1272,what about the bad boys for life,very bad
1273,i recommend that movie,ok
1274,Have you seen The Kings Man?,ya
1275,"how about the movie eagle eyes, it is similar",good
1276,I would like to recommend Trolls World Tour.,welcome
1277,thank you.,[accept]
1278,Task Finished!,
1279,,
1280,AZ8JL3QNIPY4U,
